running_id,issues,การเดินทาง,กีดขวาง,คนจรจัด,คลอง,ความปลอดภัย,ความสะอาด,จราจร,ต้นไม้,ถนน,ทางเท้า,ท่อระบายน้ำ,น้ำท่วม,ป้าย,ป้ายจราจร,ร้องเรียน,สอบถาม,สะพาน,สัตว์จรจัด,สายไฟ,ห้องน้ำ,เสนอแนะ,เสียงรบกวน,แสงสว่าง
619,วันนี้วันจันทร์ห้ามขายริมถนนแต่มีผู้ฝ่าฝืนร้องเรียนหลายรอบ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
620,ทางม้าลายหน้าซอยอ่อนนุช 37/1 หายไป รบกวนช่วยมาทำให้เสร็จเหมือนเดิมด้วยครับ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
621,บริเวณสี่แยกก่อนถึงพาต้าปิ่นเกล้า รถติดมาก เนื่องจากรถไม่ยอดจอดเวลามีสัญญาณไฟแดง รถไหลเรื่อยๆ ทำให้ฝั่งที่ไฟเขียวไปไม่ได้ และติดสะสมตลอดเวลา อยากให้มีจนท.ช่วยมาดูแลความเรียบร้อยด้วย,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,สายไฟห้อยต่ำเกิน จุดนี้มีนักเรียนลงจากรถทุกวันตอนเช้า กลัวจะเกิดอุบัติเหตุ สถานที่คือ หน้าธนาคารทหารไทยธนชาติ ซอยเทศบาลสงเคราะห์4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
623,ชายเร่ร่อนคนเดิมมาอยู่บนสะพานลอยแสมดำเขตบางขุนเทียนกรุงเทพมหานครทำสะพานสกปรกเลอะเทอะเหมือนเดิมอีกแล้วครับ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,จอดรถบนฟุตบาท ตั้งแต่วันอาทิตย์ วันนี้วันจันทร์ แล้ว ถามบอกจ่ายเงินให้เขตสาทรแล้ว เจ้าหน้าที่ว่าไหว,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
625,อยากให้มีสัญญานไฟคนข้ามทางม้าลายตรงซอยเลียบวารรี37(นันทวัน10)ครับทั้วเด็กนักเรียนทั้งคนแก่จ้ามกันเยอะครับ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,รถมอเตอร์ไซค์วิ่งบนฟุตบาท อันตรายต่อคนเดินทางเท้า และทำให้ฟุตบาทชำรุดเสียหาย,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,ฝาท่อระบายน้ำชำรุด ในซอยชินเขต 1/6 หน้าบ้านเลขที่ 6/3 ค่ะ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
628,เลนถนนพระราม 2 ตีเส้นชวนสับสน เส้นใหม่ เส้นเก่า แยกไม่ชัดเจน เส้นใหม่จาง เส้นเก่าทาสีดำแบบสะท้อนแสง แถมเส้นเลนยังเบี่ยงซ้ายขวาไปมา บางช่วงเวลา แสงที่สะท้อนทำให้เห็นเส้นเลนเก่าชัดกว่าเส้นใหม่อีก แถมเป็นเกือบตลอดทั้งเส้นที่ทำถนน ทำให้ อันตรายมาก,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,"แจ้งเรื่อง ผิวจราจรเป็นหลุมเป็นบ่อ
 ติดต่อทางโครงการแล้ว แต่ทางโครงการแจ้งว่า ยกพื้นที่และถนนนี้ให้ตกเป็นของสาธารณะ ดูแลโดย กทม 
 
 อยากให้เจ้าหน้าที่มาตรวจสอยและแก้ไขครับ
 
 สถานที่ ซอยทางเข้า happy condo ลาดพร้าว 101
 เขต วังทองหลาง",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,"เขตหลักสี่ค่ะ ซอยละออทิพย์ค่ะ
 สองอาทิตย์แล้วไม่มาเก็บค่ะอยู่ในซอยรถเก็บขยะไม่ค่อยเข้ามาเก็บค่ะ บ้านเพื่อนอยู่ริมถนนมาเก็บแทบทุกวันค่ะแบบเรียกว่าอะไรค่ะ แจ้งเขตไปหลายครั้งแล้วไม่มีอะไรคืบหน้าค่ะ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,รถติดหนักมากเส้นจรัญฯ เนื่องจากติดยาวมาจากบริเวณหน้าพาต้า รถติดแบบขยับแทบไม่ได้ จราจรหนาแน่นมากบริเวณหน้าพาต้า แล้วรถบางคันที่จะไปเลี้ยวไปเส้นพาต้ากับเส้นจะตรงไปบางพลัดชอบมาจอดขวางเลนขวาที่จะเลี้ยวไปปิ่นเกล้าทำให้รถเลนขวาติดยาวเสียเวลานานเข้าไปอีก ติดทุกวันใช้เวลาไม่ต่ำกว่า 30-45 นาทีเลยกว่าจะหลุดจากเส้นนี้ได้,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,สวัสดีค่ะมีเรื่องจะเเจ้งคือ ต้องการให้จับหมาจรจัดหน้าบ้าน2ตัว มีตัวสีเทาน้ำตาลกับตัวสีดำ เพราะมีคนให้อาหาร มันเลยอาศัยอยู่เเถวๆหน้าบ้าน เเล้วมันก็ดุมาก ชอบเห่าไล่กัดคน คนที่ให้อาหารก็ไม่รับผิดชอบสิ่งที่เกิดขึ้นเเละไม่จัดการปัญหานี้ คนในซอยก็ไม่กล้าเดินไปไหน เราเองก็กลัวหมา2ตัวนี้มาก ต้องให้คนที่บ้านเปิดประตูเเละดูหมาให้ถ้าไม่มีคนที่บ้านก็ต้องเสี่ยงดวงเอา เคยเเจ้งเทศกิจของเขตเเล้วก็อ้างว่าไม่ใช่หน้าที่ความรับผิดชอบ รบกวนจัดการหมา2ตัวนี้ในคลิบให้หน่อยตามที่อยู่นี้ ทางเราจะคอยติดตามนะคะ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
633,เจริญชัยยังเอารถมาจอดปิดซอยแบบจอดทิ้งไว้ทั้งคืนที้งวันเหมือนเดิม ครั้งนี้เริ่มกลับมาจอดตั้งแต่คืนวันเสาร์มี่ 16 กค ถึงเช้านี้จันทร์ที่ 18 กค 65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
634,ไฟตอนเข้าซอยมืดมาก มีสองดวงแรกที่พอจะสว่าง แต่ที่เหลือมืดมาก,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
635,ร้องเรียนจอดรถกีดขวางการจราจรแจ้งหลายครั้งแล้วยังพบเห็นอยู่เป็นประจำเสียช่องจราจรไป 1 ทาง ตลาดยิ่งเจริญ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,เสาสายสื่อสาร ติดขอบถนนมากเกินไป ทำให้การจราจรอันตราย รถต้องหยุดหลบ,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
637,อุปกรณ์ก่อสร้างต่างๆ วางกีดขวางทางเท้า และยังซ่อมทางไม่เสร็จ ซึ่งในป้ายระยะเวลาการดำเนินงานสิ้นสุดตั้งแต่พฤษภาคม แต่ถนนยังพังเป็นหลุมเป็นบ่อตลอดเส้นซอยจันทน์ 43,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
638,แจ้งเรื่องสายสื่อสาร ที่ทับถมกันมากไปจนกลัวว่าจะเกิดเพลิงไห้ม บริเวณ ซอยลาซาน 32 ครับ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
639,สุทธิสาร ฝั่งซอย20มิถุนาไปออกรัชดา รถติดมากทุกเช้าค่ะ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,ร้องเรียนถนนซอยสามวามีน้ำท้วมขังรูระบายน้ำไม่สามารถระบายน้ำได้เนื่องจากปากรูระบายน้ำสูงกว่าถนน,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
641,"1 มีการก่อสร้างขวางการจราจร ช่องทางเลี้ยวซ้าย แยก พระราม3ตัดสาธุ (หน้าโฮมโปร)
 มีตำรวจ แต่ไม่มีการอำนวยความสะดวกให้ผู้ขับรถ ทุกคนรถติดโดยไม่รู้ว่าเลี้ยวซ้ายไม่ได้",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,ขอร้องเรียนโรงงานนี้คะทางโรงงานผลิตเสาปูนแล้วขนส่งกันเกิดฝุ่นที่ท้องถนนเป็นจำนวนมากคะ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
643,สวัสดีครับ แจ้งเรื่องสุนัขเห่าเสียงดังได้มั้ยครับ โดยเฉพาะยามวิกาล เป็นสุนัขเลี้ยงในบ้านกึ่งโรงงาน รบกวนมากเลยครับ ไม่เคยเห็นเจ้าของรับผิดชอบอะไรเลย,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
644,ฝาท่อชำรุ ที่ซ.นวมินทร์ 163 หน้าแยก17-3 แถวร้านซักผ้าหยอดเหรียญ 24 ชม.อ๊อตเทริ ที่อยู่ข้างเซเว่น พรบดินทร์ ติด รร.แช่มเสริม แจ้งซ่อมไปตั้งแต่วันที่ 8/7/65 ยังไม่มีเจ้าหน้าที่รับเรื่องเลยค่ะ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
645,รถมอไซออกจากถ.เลียบคลองตัดขวาเข้าเพชรเกษม69 ตำรวจไม่จับ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
646,"สะพานตากสิน 
 อยากให้เพอ่มทางลาด สำหรับ รถจักรยาน รถเข็นเด็ก รถสกู้ตเตอร์ ได้เข็นขึ้นสะพาน แทนการยกข้ามบันได",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
647,"สามแยกนาหลวง การจราจรหนาแน่นในขั่วโมงเร่งด่วน รถสะสมรอเข้าถนนประชาอุทิศมีเยอะทั้งจากทุ่งครุและพุทธบูชา
 
 แต่ปรากฎรถกระป๋อง(สองแถวเล็ก)จากทุ่งครุ จอดรับ-ส่งผู้โดยสารบริเวณมุมถนน ยิ่งซ้ำเติมความติดขัด
 
 เรื่องนี้เคยทีท่านอื่นๆ แจ้งไว้แล้ว แต่ก็ยังเกิดขึ้น ขอการแก้ไขปัญหาแบบยั่งยืนด้วยครับ เช่น ติดตั้งรั้ว(กันไม่ให้ผู้โดยสารขึ้น-ลงได้) หรือส่งเจ้าหน้าที่จราจรมากวดขันวินัยในชั่วโมงเร่งด่วนเป็นประจำ",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,"สามแยกนาหลวง การจราจรหนาแย่นในขั่วโมงเร่งด่วน รถสะสมรอเข้าถนนประชาอุทิศมีเยอะทั้งจากทุ่งครุและพุทธบูชา
 
 แต่ปรากฎรถกระป๋อง(สองแถวเล็ก)จากทุ่งครุ จอดรับ-ส่งผู้โดยสารบริเวณมุมถนน ยิ่งซ้ำเติมความติดขัด
 
 เรื่องนี้เคยทีท่านอื่นๆ แจ้งไว้แล้ว แต่ก็ยังเกิดขึ้น ขอการแก้ไขปัญหาแบบยั่งยืนด้วยครับ เช่น ติดตั้งรั้ว(กันไม่ให้ผู้โดยสารขึ้น-ลงได้) หรือส่งเจ้าหน้าที่จราจรมากวดขันวินัยในชั่วโมงเร่งด่วนเป็นประจำ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,"สวัสดีค่ะ ขออนุญาตแจ้งเรื่องเสียงดังจากเรือนะคะ
 
 1. เรือที่สัญจรในคลองส่งเสียงดัง ตลอดทั้งวัน (วันอาทิตย์) ซึ่งเป็นวันหยุดพักผ่อน วันอื่นๆไม่ทราบว่ามีหรือไม่เพราะไม่ได้อยู่ ไปทำงานค่ะ ลักษณะคือจะเร่งเครื่องขณะแล่น แล่นต่อๆกันหลายลำ ไม่แน่ใจว่าแข่งกัน มาด้วยกัน หรือรีบส่งผู้โดยสารระแวกนี้
 
 2. ส่งรูปภาพ และวีดีโอให้ต่อจากนี้นะคะ (เวลาถ่ายช่วงเย็น แต่เวลาเกิดเสียงดังตลอดทั้งวันค่ะ)
 
 3. ตำแหน่งจะเป็นคลองภาษีเจริญ แถวท่าเรือเกษตร บางแคนะคะ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
650,รถเมล์จอดขวางช่องการจราจรทุกวันตอนเช้าในชั่วโมงเร่งด่วนทำให้สูญเสียช่องการจราจรไป 1 ช่องก่อให้เกิดปัญหารถติดในถนนช่วงนั้นทั้งสายเป็นประจำ,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,มีรถประจำทางสีส้มใช้ถนนสาธารณะหน้า Uniqlo นวมินทร์ เป็นจุดออกรถและจอดรอรับผู้โดยสาร ทำให้จราจรติดขัดทุกวันโดยเฉพาะช่วงเช้า,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,"ปัญหาขยะไม่มาเก็บ จนขยะล้นถังลูกบ้านต้องเอามากองข้างเสาไฟฟ้า
 
 ตำแหน่ง: หมู่บ้านคาซ่าซิตี้ วัชรพล-เพิ่มสิน 2 แขวงออเงิน เขตสายไหม",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,ริมถนนอัษฎางค์ จะมีคนใจบุญมาให้อาหารวันละหลายรอบ ทำให้คนไร้บ้านมาปักหลัก กิน นอน อยู่บริเวณนี้ ทั้งถนนบุญศิริ และถนนอัษฎางค์ เวลาเมาก็ทะเลาะตีกันเสียงดังมาก ยิ่งดึกยิ่งมาอยู่กันมาก ดูแล้วไม่ปลอดภัย โดยเฉพาะเด็กและ ผู้หญิง,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,คลองหนองแขมช่วงตัดกับถนนนงมินทร์น้ำเน่าส่งกลิ่นเหม็น,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,"เรื่อง สายไฟฟ้า สายสื่อสาร ไม่เรียบร้อย รกรุงรัง ขวางป้ายรถเมล์
 ถนนลาดพร้าว ป้ายรถเมล์ ซอย 111
  เรียนมาเพื่อทราบดำเนินการแก้ไข ขอบพระคุณครับ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
657,รถติด ผิดจราจร ขับรถเบียดแทรก ทับเส้นทะแยงเหลือง ทำให้เกิดอุบัติเหตุ,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,บริเวณบ้าน รถขยะไม่ค่อยมาเก็บ มาโดยประมาณ3อาทิตย์ครั้ง ชาวบ้านโดยรอบต้องนำขยะมาแขวนไว้ เนื่องจากบางทีรถขยะมาเก็บเร็ว/ช้ากว่ากำหนด ไม่ทราบวันเวลาแน่นอน ซึ่งบางทีสุนัขก็มาคุ้ยและทำให้ขยะเกลื่อนเต็มพื้น ไม่ทราบว่าอันนี้สามารถแจ้งให้ทางรถเก็บขยะเข้ามาเก็บบ่อยขึ้นได้มั้ยคะ บางครั้งมาเดือนละครั้งเลย,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
659,รถบรรทุกติดเวลาไหนกวดขันเช้านี้5คันภายใน2นาที ตำรวจหายหัว,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,สายสื่อสารบริเวณแยกนราธิวาสตัดสุรวงศ์ ติดกับร้านข้าวต้มและร้านอาหารเกาหลี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
662,ริมถนนตรงเสาไฟฟ้าที่มีป้ายรถเมล์หน้า 7-11 ปากซอยประชาอุทิศ79 ทุ่งครุ จะมีท่อแตกซึ่งมีน้ำผุดขึ้นมาบางครั้ว บางครั้งไม่มี,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
663,ฝนตกตอนนี้ถนนเข้าแย่กว่าวันที่ส่งรูปไป รบกวนหน่อยนะคะ ท่วมทั้งปีที่เวลามีฝนตก,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
664,จอดรถในที่ห้ามจอด กลับมาอีกแล้ว ไม่จอดไปพักนึง พอไม่มีเจ้าหน้าที่มากวดขันก็กลับมาจอดอีกแล้ว วันนี้วันจันทร์รถเยอะ รบกวนด้วยนะคะ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
665,เคยแจ้งแล้ว แต่ลยแชทไป เลยเปิดเรื่องอีกครั้งไม่ได้ค่ะ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
666,"แจ้งเรื่องทางเท้าค่ะ
 
 บ้านเลขที่ 167 ถ.นราธิวาส 8 ค่ะ
 บ้านเดิมที่ จนท. แจ้งให้ย้ายต้นไม้ภายใน 15 วัน
 ตอนนี้กลับมาเยอะกว่าเดิมค่ะ",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
667,"ไฟฟ้าส่งทาง ซอยนวมินทร์ 253 ดับ 3 ต้น. ต้นที่ 3 , ต้นที่ 9 , ต้นที่ 12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
668,มีการนำซากรถยนต์มาจอดทิ้งเอาไว้เป็นขยะบนถนนสาธารณะ ที่ซอยสุภาพงษ์1 แยก 3-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,ท่อระบายน้ำตันหน้าบ้านเลขที่359-360 ม.สดใส ซ.2 ถ.พหลโยธิน 59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
670,สุนัขจรจัดเห่าหอนทั้งคืน นอนไม่ได้ อาการแพนิคกำเริบค่ะ เหมือนจะมีเจ้าของแต่เจ้าของไม่ได้อยู่แล้ว รบกวนจับไปเลยค่ะ อาการแพนิคจะไม่ไหวแล้ว ไปทำงานไม่ได้เลยค่ะ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
671,เรื่องถนนรถใหญ่เข้าชุมชนพัฒนาริมคลองบ้านป่าผ่านมาจะ2เดือนเเล้วตอนนี้ ลุงผู้ว่าชัชาติผลักดันเรื่องถนนรถใหญ่เข้าชุมชนพัฒนารมคลองบ้านป่าไปถึงใหนเเล้วละครับ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
672,ไฟดับทั้งเส้น”รัชดา-รามอินทรา”ค่ะ แจ้งเรื่องไม่ต่กว่า8ครั้ง และ”กรมทางหลวง”ไม่ทำอะไรเลยค่ะ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
673,"อยู่บ้านนี้มา7ปี มีฝาท่อระบายน้ำตรงหน้าบ้านพอดี แต่เรียบร้อยไม่เคยตันหรือมีเสียงดัง
 
 อาทิตย์ก่อนมีคนงานเข้ามาน่าจะลอกท่อ ใช้ชะแลงงัดฝาปูน ขอบแตกเละเทะมาก ในรูปเราเก็บเศษหินเองออกไปแล้ว แต่ก็มีบางส่วนที่แตกและกลิ้งไปติดในรู ที่สำคัญแย่มากคือ วางแผ่นปูนให้สนิทเหมือนเดิมไม่ได้ ทุกครั้งที่รถขับผ่านจะเสียงดังตึงฝาโคลงเคลงดังตลอด มากน้อยแล้วแต่น้ำหนักรถ ถนนเรียบๆแต่คนงานมักง่ายขรุขระกว่าเดิม
 
 จะลอกท่อ ควรมีเครื่องมือยก ไม่ใช้มางัด ช่วยแก้ไขฝาท่อให้เรียบร้อยไม่แตก ไม่เสียงดัง โคลงเคลงด้วยค่ะ ขอบคุณค่ะ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
674,อีกเรื่องคือในซอยนี้ไม่มีถังขยะ ทุกบ้านจะมาทิ้งกองรวมกัน บริเวณต้นเสาไฟในรูป บางทีถุงขาด ขยะเกลื่อนไปหมด และรถขยะก็ไม่เก็บไปทั้งหมดค่ะ ขยะปลิวบางทีก็พัดเข้ามาในบ้านเลย,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
675,น้ำท่วมขังกลางซอย ยุงรบกวนเยอะ ถนนเป็นหลุมบ่อ เดินเข้าออกไม่สะดวก บางทีมีรถมาจอด รถมอไซค์ขับเข้าลำบาก คนเดินเข้าก็ลำบาก รบกวนทีนะครับ ขอบคุณมากครับ,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
676,น้ำท่วมขังกลางซอย ยุงรบกวนเยอะ ถนนเป็นหลุมบ่อ เดินเข้าออกไม่สะดวก ตอนกลางคืนมีรถกระบะจอด ทางที่สามารถเดินได้ รถมอไซค์ขับเข้าลำบาก คนเดินเข้าลำบากต้องล้างรถทุกวัน รบกวนทีนะครับ ขอบคุณมากครับ,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
677,1ปัญหารถติดตอนเช้ามือที่ปากคลองตลาด ถนนมี4เลน รถจอด3เลนอีก1เลนที่ใช่ได้รถเคลื่อนตัวช้ามาก,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,ม.ปลายโรงเรียนสังกัดกทมยังเรียนวิชาลูกเสืออยู่ ในขณะที่ สพฐ มีเรียนถึงแค่ ม.ต้น เห็นควรยกเลิกวิชาลูกเสือในระดับชั้นมัธยมศึกษาตอนปลาย สาระการเรียนรู้น้อยเกินกว่าจะต้องเรียนถึง 12 ปี,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
681,"ไฟส่องสว่าง ดับ ในชุมชนเป็นไฟของการไฟฟ้าดับ 4 จุด ภายในชุมชน ม.บ้านธนะสินโครงการ5-6 นวมินทร์68 แขวงคลองกุ่ม เขตบึงกุ่ม
 จุดที่1 ถนนเมนโครงการ5 ซอย7
 หน้าบ้าน4/790
 จุดที่2 ถนนเมนโครงการ5 ซอย8
 จุดที่3 โครงการ6 ซอย6 ซอยย่อยเสาที่1
 จุดที่4 โครงการ6 ซอย 10 ซอยย่อย เสาที่2
 มีไฟที่ไม่มีฝาใสปิดโคม 6 ดวงครับ
  เนื่องจากตอนนี้การไฟฟ้ามาทาสีทับเลขเสาไฟไว้ จึงไม่สามารถบอกเลขเสาไฟฟ้าเพราะยังไม่มาพ่นเลขตามเสาไฟรบกวนช่วยดำเนินการแก้ไขด้วยครับ ขอบคุณครับ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
682,ช่วยมาดูหลอดไฟบนเสาไฟให้ทีครับบางเสามันไม่ติดมาเป็นปีแล้วไม่มีใครมาแก้เลยครับ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
683,การตกปลาบนสะพานซังฮีกรีดขวางทางคนเดิน ทำให้คนเดินสัญจรไปมาลำบากและอาจจะเกิดอันตรายกับผู้สัญจรไปมาได้ครับ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
684,แยกรัชดาลาดพร้าวมีกลุ่มคนเช็ดกระจก+ขายพวงมาลัยที่ดุมาก มีเด็กตัวเล็กๆอยู่ด้วย ถ้าเดินมาเช็ดกระจกหรือเกาะรถแล้วเราไม่ให้เงินนี่บางคนเอาอะไรไม่รู้เช็ดกระจกฝั่งคนขับให้มัว บางทีก็ด่าหรือทุบรถ ยิ่งค่ำยิ่งดุ เป็นอย่างนี้มาเป็น10ปี ออกข่าวทีก็หายไป2-3 วันแล้วก็กลับมาใหม่ คนกลุ่มนี้ไม่เหมือนคนขายพวงมาลัยทั่วไป เป็นแก๊งที่ดุมากเลย ติดไฟแดงก็ต้องคอยระวัง,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
685,ขอความอนุเคราะห์ซ่อมแซมผิวถนนบนสะพานข้ามคลองประเวศบุรีรมย์ (ทางเข้านิคมนำไกร) แขวงทับยาว เขตลาดกระบัง กทม. เนื่องจากผิวถนนชำรุดอย่างหนัก มีหลุมค่อนข้างใหญ่ซึ่งมักก่อให้เกิดอุบัติเหตุกับผู้ใช้ถนนบริเวณดังกล่าวอยู่เป็นประจำ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,บริเวณปากคลองตาสอน แขวงขุมทอง เขตลาดกระบัง กทม. ใกล้จุดเชื่อมต่อกับคลองประเวศบุรีรมย์ ได้มีการทำทดกั้นน้ำปัจจุบันส่งผลให้เกิดปัญหาการระบายน้ำลำบาก น้ำเน่าเสีย ส่งกลิ่นเหม็น และมีวัชพืชขึ้นเต็มคลองตาสอน เพราะเรือกำจัดวัชพืชของสำนักงานเขตฯ ไม่สามารถเข้ามากำจัดวัชพืชในคลองดังกล่าวได้เนื่องจากมีทดกั้นน้ำดังกล่าวขวางอยู่ ทราบมาว่าอยู่ในความรับผิดชอบของสำนักการระบายน้ำ กทม.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
687,เส้นวิภาวดีเป็นลูกคลื่นตลอดเลนริมเสาทางด่วนทั้งสองฝั่งตั้งแต่เริ่มวิภาวดี จนกระทั่งถึงหมู่บ้านแกรนด์คาแนล(เส้นในเลัยบริมทางรถไฟก็สภาพแย่มากๆพอๆกัน),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,บริเวณปากคลองตาสอน แขวงขุมทอง เขตลาดกระบัง กทม. ใกล้จุดเชื่อมต่อกับคลองประเวศบุรีรมย์ ได้มีการทำทดกั้นน้ำปัจจุบันส่งผลให้เกิดปัญหาการระบายน้ำลำบาก น้ำเน่าเสีย ส่งกลิ่นเหม็น และมีวัชพืชขึ้นเต็มคลองตาสอน เพราะเรือกำจัดวัชพืชของสำนักงานเขตฯ ไม่สามารถเข้ามากำจัดวัชพืชในคลองดังกล่าวได้เนื่องจากมีทดกั้นน้ำดังกล่าวขวางอยู่,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
689,1. เสียงดังก่อความรำคาญจากร้านอาหาร/สถานบันเทิงตอนกลางคืน เริ่มตั้งแต่เที่ยงคืนเป็นต้นไปจนถึง 01:00 น. หรือเลยกว่านั้น (เสียงดังมากๆ ขนาดอัดคลิปจากในบ้านที่ไกลออกมา) *เคยรับการแก้ไขแล้วแต่ก็กลับมาเป็นอีก,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
690,ถนนแจ้งวัฒนะตั้งแต่บริเวณหน้าทีโอทีตลอดเส้นแนวรถไฟฟ้า ถนนพังมาก เป็นอันตรายต่อผู้ใช้ถนน,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
